trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
235,False,"{'a': 0.0005, 'e': 0.06703770880022294}",20,0,28.293005746996176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.0005, 'e': 0.06627119107359399}",20,13,13.475557238496117,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.0005, 'e': 0.06551343780857555}",20,8,8.458966884268387,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.0005, 'e': 0.06476434879119389}",20,9,11.719092968772559,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.0005, 'e': 0.06402382495333465}",20,10,-24.465602997335246,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.0005, 'e': 0.06329176835964097}",20,0,32.20291353411375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.0005, 'e': 0.06256808219456134}",25,12,14.306995034319007,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.0005, 'e': 0.061852670749545646}",20,0,31.35670710951209,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.0005, 'e': 0.06114543941038757}",25,7,27.912839745128124,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.0005, 'e': 0.060446294644711705}",25,3,24.218110564788674,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.0005, 'e': 0.059755143989603784}",20,2,-3.820630540503759,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
246,False,"{'a': 0.0005, 'e': 0.0590718960393823}",20,0,-5.90245105957721,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
247,False,"{'a': 0.0005, 'e': 0.05839646043351}",30,13,28.63754584580582,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.0005, 'e': 0.05772874784464356}",30,16,25.5304862840323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.0005, 'e': 0.05706866996681989}",25,0,19.96161343292074,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
250,False,"{'a': 0.0005, 'e': 0.056416139503777586}",25,11,18.06323833236683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.0005, 'e': 0.05577107015741183}",30,18,21.449097862759942,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.0005, 'e': 0.05513337661636138}",20,8,19.38372818512359,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.0005, 'e': 0.05450297454472598}",25,13,9.46566525551287,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.0005, 'e': 0.05387978057091284}",20,7,25.882661110562097,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.0005, 'e': 0.05326371227661061}",35,26,16.9417985794669,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.0005, 'e': 0.05265468818588944}",20,0,29.833641902143412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.0005, 'e': 0.05205262775442568}",35,13,41.311237288712086,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.0005, 'e': 0.05145745135884975}",30,17,26.34954882677533,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.0005, 'e': 0.05086908028621586}",30,5,36.075905178352315,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.0005, 'e': 0.0502874367235921}",20,13,14.350442397910538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.0005, 'e': 0.04971244374776956}",30,23,15.429983273364009,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.0005, 'e': 0.04914402531508912}",20,14,10.457968658163264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.0005, 'e': 0.0485821062513846}",20,6,18.19788892584051,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.0005, 'e': 0.04802661224204081}",20,14,10.090067278886604,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.0005, 'e': 0.04747746982216537}",20,1,27.98643186142289,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.0005, 'e': 0.046934606366872876}",20,8,6.854799344061616,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.0005, 'e': 0.046397950081680135}",25,1,35.733102493673265,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.0005, 'e': 0.04586742999301125}",25,0,36.830732110440955,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.0005, 'e': 0.04534297593881125}",30,12,28.917730621803578,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.0005, 'e': 0.04482451855926708}",25,0,39.815953746578295,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.0005, 'e': 0.04431198928763463}",25,17,13.822846861171158,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.0005, 'e': 0.043805320341170705}",20,0,27.073257377335207,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.0005, 'e': 0.04330444471216866}",25,7,10.24628284377196,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.0005, 'e': 0.04280929615909654}",25,18,14.082966094623014,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.0005, 'e': 0.042319809197836504}",20,8,10.992859574287015,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.0005, 'e': 0.0418359190930245}",30,18,22.317470452045647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.0005, 'e': 0.04135756184948888}",20,12,11.841597138057423,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.0005, 'e': 0.04088467420378699}",25,0,35.082306234517205,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.0005, 'e': 0.04041719361583843}",20,0,31.725968553501417,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.0005, 'e': 0.039955058260654104}",25,13,21.023361014469682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.0005, 'e': 0.03949820702015971}",30,12,29.6067548559159,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.0005, 'e': 0.03904657947511282}",30,4,41.106139407031066,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.0005, 'e': 0.03860011589711237}",25,18,11.771133424767651,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.0005, 'e': 0.03815875724069942}",25,3,39.85271984817866,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.0005, 'e': 0.03772244513554839}",20,7,25.617369986130914,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.0005, 'e': 0.03729112187874744}",20,6,19.577534314255374,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.0005, 'e': 0.036864730427167196}",25,18,12.73324889864366,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.0005, 'e': 0.03644321438991672}",20,12,14.598880433179348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.0005, 'e': 0.03602651802088572}",20,7,22.437779444043432,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.0005, 'e': 0.03561458621137205}",30,12,35.38847152787494,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.0005, 'e': 0.035207364482793505}",30,17,23.895806304596334,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.0005, 'e': 0.03480479897948295}",20,6,23.15902738106982,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.0005, 'e': 0.03440683646156584}",25,17,12.795355559245635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.0005, 'e': 0.03401342429791913}",20,0,30.43721791152266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.0005, 'e': 0.033624510459210784}",30,17,22.952314722458624,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.0005, 'e': 0.03324004351101879}",25,7,29.11849127345736,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.0005, 'e': 0.032859972607028866}",25,11,26.008477452327984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.0005, 'e': 0.03248424748231002}",20,16,6.986147696215422,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.0005, 'e': 0.03211281844666688}",25,13,22.022112224783058,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.0005, 'e': 0.03174563637806811}",25,5,37.60654547047571,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.0005, 'e': 0.031382652716149984}",25,13,3.132456505774786,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
302,False,"{'a': 0.0005, 'e': 0.031023819455794147}",20,5,27.633543562715527,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.0005, 'e': 0.030669089140778916}",25,11,-16.949571253456135,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
304,False,"{'a': 0.0005, 'e': 0.03031841485750311}",25,17,14.77175567447522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.0005, 'e': 0.02997175022878165}",30,12,29.79990490489893,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.0005, 'e': 0.02962904940771212}",20,13,11.598035868880583,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.0005, 'e': 0.02929026707161144}",20,16,7.317017450711815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.0005, 'e': 0.02895535841602189}",30,15,23.658426666406477,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.0005, 'e': 0.02862427914878563}",35,23,23.78068878351741,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.0005, 'e': 0.028296985484187014}",30,0,47.54604955457582,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.0005, 'e': 0.02797343413716187}",20,0,31.78875728910934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.0005, 'e': 0.02765358231757297}",20,7,21.604577423058643,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.0005, 'e': 0.02733738772455099}",30,20,17.2848669167709,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.0005, 'e': 0.02702480854090014}",20,15,8.54134700680322,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.0005, 'e': 0.026715803427567797}",25,19,6.567603440347115,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.0005, 'e': 0.026410331518177343}",20,0,30.223907434397184,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.0005, 'e': 0.026108352413623536}",35,19,25.570350475304092,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.0005, 'e': 0.025809826176729656}",25,3,-2.061061978798076,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
319,False,"{'a': 0.0005, 'e': 0.025514713326965772}",20,12,14.4188616415045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.0005, 'e': 0.02522297483522737}",20,6,20.726402595335323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.0005, 'e': 0.024934572118673705}",25,16,14.284332122904743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.0005, 'e': 0.024649467035625164}",30,20,22.063543394572832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.0005, 'e': 0.02436762188051897}",20,9,20.26962248117028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.0005, 'e': 0.024088999378922567}",25,13,21.6673150953327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.0005, 'e': 0.023813562682604022}",25,18,13.417013646696445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.0005, 'e': 0.023541275364658797}",25,11,25.151536720763623,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.0005, 'e': 0.023272101414692232}",25,2,34.57284761547381,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.0005, 'e': 0.023006005234057117}",25,2,33.65164031360898,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.0005, 'e': 0.022742951631145727}",20,6,24.611073677070127,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.0005, 'e': 0.022482905816735673}",30,13,31.840239261925067,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.0005, 'e': 0.022225833399388977}",25,9,13.687939169180016,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.0005, 'e': 0.021971700380903764}",30,0,46.96946945375579,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.0005, 'e': 0.021720473151817934}",20,14,11.533599287779973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.0005, 'e': 0.021472118486964273}",30,12,32.17587663273156,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.0005, 'e': 0.021226603541076375}",20,10,19.269293684490627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.0005, 'e': 0.020983895844444805}",20,0,29.298957250325827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.0005, 'e': 0.020743963298622936}",20,6,25.370930597220422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.0005, 'e': 0.02050677417218188}",20,0,20.10056856499583,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
339,False,"{'a': 0.0005, 'e': 0.020272297096513955}",30,17,23.714797902999507,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.0005, 'e': 0.020040501061684153}",20,8,-0.8479960941690852,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
341,False,"{'a': 0.0005, 'e': 0.01981135541232902}",25,17,9.759475825736525,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.0005, 'e': 0.01958482984360245}",25,15,17.74243666579639,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.0005, 'e': 0.019360894397167813}",20,12,15.05466836804247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.0005, 'e': 0.01913951945723593}",20,16,6.923972339137315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.0005, 'e': 0.018920675746648342}",20,12,6.248797242587159,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.0005, 'e': 0.01870433432300535}",20,0,26.15138957595356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.0005, 'e': 0.01849046657483836}",25,10,29.681917625094385,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.0005, 'e': 0.018279044217825967}",25,16,16.412373057817746,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.0005, 'e': 0.0180700392910533}",25,0,35.072075125923185,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.0005, 'e': 0.017863424153314166}",20,0,31.935603273683938,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.0005, 'e': 0.017659171479455456}",25,12,23.29306666216149,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.0005, 'e': 0.017457254256763352}",25,15,22.12833243115722,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.0005, 'e': 0.017257645781390857}",20,7,20.890656365965842,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.0005, 'e': 0.01706031965482617}",25,3,33.30110225111924,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.0005, 'e': 0.016865249780401447}",20,8,19.044799388257836,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.0005, 'e': 0.01667241035984148}",20,9,18.845126904727557,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.0005, 'e': 0.016481775889851835}",20,12,14.418126182419318,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.0005, 'e': 0.016293321158746002}",20,7,23.982128839725792,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.0005, 'e': 0.016107021243111117}",30,0,47.317854879060185,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.0005, 'e': 0.015922851504511806}",20,1,25.051762859131003,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.0005, 'e': 0.015740787586231708}",20,7,25.95927455663825,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.0005, 'e': 0.01556080541005227}",25,20,10.737590307264808,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.0005, 'e': 0.015382881173068366}",20,3,29.393875660552727,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.0005, 'e': 0.01520699134454033}",25,19,12.939407623187295,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.0005, 'e': 0.015033112662781975}",20,5,23.821537284999316,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.0005, 'e': 0.014861222132084208}",30,16,22.739125460538038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.0005, 'e': 0.014691297019673815}",20,6,25.553430344173638,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.0005, 'e': 0.01452331485270701}",20,9,21.425429766233222,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.0005, 'e': 0.014357253415297375}",20,14,10.445119458351911,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.0005, 'e': 0.014193090745577779}",25,8,29.247513869416796,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.0005, 'e': 0.014030805132795879}",25,18,11.783222712604676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.0005, 'e': 0.013870375114442854}",20,0,28.854038614412605,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
373,False,"{'a': 0.0005, 'e': 0.013711779473414946}",20,11,15.008389562352939,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.0005, 'e': 0.013554997235207476}",20,12,14.09639104526704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.0005, 'e': 0.013400007665140929}",30,18,23.778380570420175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.0005, 'e': 0.013246790265618763}",25,12,26.70955947167639,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.0005, 'e': 0.013095324773416576}",20,7,18.369999548304424,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.0005, 'e': 0.012945591157002261}",20,3,31.137193573450343,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.0005, 'e': 0.01279756961388681}",20,9,17.685619842378642,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.0005, 'e': 0.0126512405680054}",25,3,37.01314709955846,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.0005, 'e': 0.012506584667128442}",25,10,27.03512057292746,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.0005, 'e': 0.012363582780302203}",25,0,39.04378773005529,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
383,False,"{'a': 0.0005, 'e': 0.012222215995318725}",20,11,16.420065580977504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.0005, 'e': 0.01208246561621465}",20,5,27.334871190020994,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.0005, 'e': 0.011944313160798654}",20,0,25.65173321343538,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
386,False,"{'a': 0.0005, 'e': 0.011807740358207149}",25,0,38.66110909158412,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
387,False,"{'a': 0.0005, 'e': 0.011672729146487934}",25,14,19.29492401489312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.0005, 'e': 0.011539261670211482}",25,12,20.59051241385653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.0005, 'e': 0.011407320278109524}",35,15,32.35953239239396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.0005, 'e': 0.011276887520740648}",25,17,16.815141427790905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.0005, 'e': 0.011147946148182585}",20,14,11.367083150708476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.0005, 'e': 0.011020479107750879}",20,7,24.58493159426871,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.0005, 'e': 0.01089446954174365}",25,15,19.15765849799957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.0005, 'e': 0.010769900785212134}",20,0,29.783153523500374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
395,False,"{'a': 0.0005, 'e': 0.010646756363756716}",25,0,35.11552383580104,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.0005, 'e': 0.010525019991348177}",25,8,32.48175755834789,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.0005, 'e': 0.010404675568173833}",20,13,13.108644398107653,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.0005, 'e': 0.010285707178508316}",25,15,15.497377345179084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.0005, 'e': 0.010168099088608693}",25,10,24.70638112785717,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.0005, 'e': 0.010051835744633662}",25,7,35.84545559849423,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.0005, 'e': 0.009936901770586527}",20,12,18.16790280765211,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,11,18.32499061560839,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,13,14.195939004518923,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,8,31.089362165933792,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,8,33.35000559222628,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,12,16.646440527000113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,6,26.98803998869704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,11,26.557397718594437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,3,26.328667370054525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",35,23,23.251606871839858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,0,27.647413409110825,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",25,15,19.338031416323577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,8,21.379182484222977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,16,5.2006826009343445,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,3,31.717135615293955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,10,28.906141976520075,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,7,45.14821545842786,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,7,28.219288950927023,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",35,25,17.29082852302011,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,0,29.820876448654342,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
